date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,contCmd_AbortMigration:02759,contCmd_AddCombGroup:04264,contCmd_EndMigration:02787,contCmd_RemCombIntern:02339,contCmd_SetCombState:02697,contCmd_StartMigration:02731,contCombMngr_UpdateAllCombFirstAccess:00713,contCombMngr_UpdateAllCombFirstAccess:00724,contNet_DisconnectedNotif:01678,contNet_OscillationNotif:01786,contTgt_ConnectedNotif:00845,contTgt_DisconnectedNotif:00896,contTgt_SendDegradeRequest:00953,contTgt_SendDegradeRequest:00982,ioh_NewRequest:05796,ioh_NewRequest:06219,ioh_NewRequest:06481,netMsgSndSync_Wait:00305,netPath_IsKaNeeded:01858,netPath_RcvLoop_CK:01308,netPath_RcvLoop_CK:01329,netPath_RcvLoop_CK:01359,phyComb_CleanToothList:03791,phy_FreeComb:00523,raidComb_CheckDegradePermit:01795,raidComb_EndMigrateInter:03439,raidComb_GetRemoteDrl:01651,raidComb_GetRemoteDrl:01669,raidComb_Init:00462,raidComb_ResetRemoteDrl:09431,raidComb_SendMdmCombState:00920,raidComb_SendMdmCombState:00944,raidComb_SendMdmCombState:01028,raidComb_SendMdmCombState:01053,raidComb_SendSyncedCleanToothListToSec:10914,raidComb_SetCombState:01195,raidComb_SetPriTgtGenNum:02809,raidComb_ShouldTryAgain:06987,raidComb_UpdateWriteError:01874,raidComb_WaitForRemoteResponse:06389,raidComb_WaitForRemoteResponse:06418,raidMigrate_Start:00425,raidRebuild_Start:00389,raidRebuild_Start:00823,raidRebuild_Start:00982,,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED
10/04 17:43:28,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46432,0,0,0,0,0,0,0,0,0,0
10/04 17:43:30,1,0,0,0,0,0,0,231,0,0,0,1,3,0,1,1,1,0,20,0,0,1,0,0,0,0,0,20,0,117,0,0,0,3,0,39,0,0,473,231,15,15,45,0,0,0,0,115,,0,30,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,46432,2,0,0,0,0,0,0,0,0,0
10/04 17:43:32,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,0,47,0,0,0,0,0,6,3,0,310,238,0,0,42,0,0,0,0,36,,0,191,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62149,0,0,0,0,0,0,0,0,0,0
10/04 17:43:34,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,1,42,0,0,0,0,0,0,0,0,42,0,34,0,0,0,1,0,1,3,0,29,6,21,32,21,0,0,6,0,6,,0,65,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,62149,0,0,0,0,0,0,0,0,0,0
10/04 17:43:36,0,0,0,6,0,0,6,82,4,0,0,0,0,1,0,1,1,8,23,6,0,0,1,0,0,1,6,5,0,4,1,0,0,1,0,1,0,38,38,82,0,14,0,1,6,0,0,1,,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54814,0,0,1,0,0,0,0,0,0,0,
10/04 17:43:38,0,0,0,0,6,0,0,228,6,0,0,0,0,0,0,1,1,16,27,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,12,0,0,386,234,0,18,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54814,0,0,0,0,0,0,0,0,0,0,
10/04 17:43:40,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,131,82,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54814,0,0,1,0,0,0,0,0,0,0,
10/04 17:43:42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,4,0,0,0,0,0,0,0,0,,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53212,0,0,0,0,0,0,0,0,0,0
10/04 17:43:44,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,120,72,0,0,0,0,0,0,0,0,,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,53212,0,0,0,0,0,0,0,0,0,0
10/04 17:43:46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44807,0,0,0,0,0,0,0,0,0,0
10/04 17:43:50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44807,0,0,1,0,0,0,0,0,0,0
10/04 17:43:52,2,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,38191,0,0,0,0,0,0,0,0,0,0
10/04 17:43:54,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,8,0,22,0,0,0,0,0,0,0,0,216,176,8,8,9,0,0,0,0,16,,0,15,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,38191,2,0,0,0,0,0,0,0,0,0
10/04 17:43:56,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,1,14,0,0,0,0,0,0,0,0,15,0,5,0,0,0,4,0,0,0,0,17,3,13,15,43,0,0,3,0,3,,0,40,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42352,0,0,0,0,0,0,0,0,0,0
10/04 17:43:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0,1,0,2,7,2,0,0,0,0,0,,0,66,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,42352,0,0,0,0,0,0,0,0,0,0
10/04 17:44:00,0,0,0,6,0,0,5,113,0,0,0,0,0,1,0,2,2,7,32,5,0,0,0,0,0,0,5,20,0,0,0,0,0,1,0,2,0,34,94,113,0,27,0,3,6,1,0,1,,0,81,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42352,0,0,1,0,0,0,0,0,0,0
10/04 17:44:02,0,0,0,0,5,0,0,184,6,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,5,0,0,289,189,0,4,0,0,0,1,0,1,,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44141,0,0,0,0,0,0,0,0,0,0
10/04 17:44:04,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,73,47,0,0,0,0,0,0,0,0,,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44141,0,0,1,0,0,0,0,0,0,0
10/04 17:44:06,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,0,,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50258,0,0,0,0,0,0,0,0,0,0
10/04 17:44:08,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,107,66,0,0,0,0,0,0,0,0,,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50258,0,0,0,0,0,0,0,0,0,0
10/04 17:44:10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,27,20,0,0,0,0,0,0,0,0,,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50258,0,0,0,0,0,0,0,0,0,0
10/04 17:44:12,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,70,41,0,0,0,0,0,0,0,0,,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34826,0,0,0,0,0,0,0,0,0,0
10/04 17:44:14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34826,0,0,0,0,0,0,0,0,0,0
10/04 17:44:16,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43878,0,0,0,0,0,0,0,0,0,0
10/04 17:44:18,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,2,0,10,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,2,0,0,82,40,4,4,7,0,0,0,0,19,,0,5,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,43878,2,0,0,0,0,0,0,0,0,0
10/04 17:44:20,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,2,2,0,21,0,0,0,0,0,0,0,0,21,0,26,0,0,0,0,0,0,0,0,166,156,15,15,65,0,0,0,0,0,,0,28,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43878,0,0,0,0,0,0,0,0,0,0
10/04 17:44:22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,16,0,0,0,0,0,0,0,0,16,0,32,0,0,0,1,0,0,0,0,12,2,10,13,10,0,0,2,0,2,,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,34694,0,0,0,0,0,0,0,0,0,0,
10/04 17:44:24,0,0,0,6,0,0,5,81,0,0,0,0,0,1,0,2,2,1,26,5,0,0,0,0,0,0,5,24,0,0,7,0,0,0,0,0,0,48,75,80,0,34,0,6,6,0,0,2,,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34694,0,0,0,0,0,0,0,0,0,0,
10/04 17:44:26,0,0,0,0,5,0,0,5,6,0,0,0,0,0,0,1,1,1,14,0,0,0,0,0,0,0,0,3,0,0,0,5,0,2,0,0,1,5,12,11,2,5,0,2,0,0,0,0,,0,8,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30066,0,0,1,0,0,0,0,0,0,0
10/04 17:44:28,0,0,0,0,0,0,0,71,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,107,71,0,0,0,0,0,0,0,0,,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30066,0,0,1,0,0,0,0,0,0,0
10/04 17:44:30,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,150,96,0,0,0,0,0,0,0,0,,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30066,0,0,0,0,0,0,0,0,0,0
10/04 17:44:32,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,140,91,0,0,0,0,0,0,0,0,,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68699,0,0,0,0,0,0,0,0,0,0
10/04 17:44:34,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,124,83,0,0,0,0,0,0,0,0,,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68699,0,0,0,0,0,0,0,0,0,0
10/04 17:44:36,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,85,51,0,0,0,0,0,0,0,0,,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102436,0,0,0,0,0,0,0,0,0,0
10/04 17:44:38,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,27,0,0,0,0,0,0,0,0,,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102436,0,0,0,0,0,0,0,0,0,0
10/04 17:44:40,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102436,0,0,0,0,0,0,0,0,0,0
10/04 17:44:42,1,0,0,0,0,0,0,2,0,0,0,1,3,0,1,1,1,0,2,0,0,1,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,6,2,2,2,8,0,0,0,0,1,,0,48,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,47350,2,0,0,0,0,0,0,0,0,0
10/04 17:44:44,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,162,157,5,5,31,0,0,0,1,2,,0,9,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47350,0,0,0,0,0,0,0,0,0,0
10/04 17:44:46,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,1,1,0,11,0,0,0,0,0,0,0,0,11,0,4,12,0,0,0,0,0,0,39,16,68,9,11,9,0,0,0,0,2,,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,40743,0,0,0,0,0,0,0,0,0,0,
10/04 17:44:48,0,0,0,6,0,0,5,143,0,0,0,0,0,0,0,1,1,16,27,5,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,8,0,15,196,143,0,13,0,0,6,1,0,1,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40743,0,0,1,0,0,0,0,0,0,0,
10/04 17:44:50,0,0,0,0,1,0,0,150,6,0,0,0,1,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,237,151,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40743,0,0,1,0,0,0,0,0,0,0,
10/04 17:44:52,0,0,0,0,0,0,0,101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167,101,0,0,0,0,0,0,0,0,,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61523,0,0,0,0,0,0,0,0,0,0
10/04 17:44:54,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,102,64,0,0,0,0,0,0,0,0,,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61523,0,0,0,0,0,0,0,0,0,0
10/04 17:44:56,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,70,46,0,0,0,0,0,0,0,0,,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43711,0,0,0,0,0,0,0,0,0,0
10/04 17:44:58,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43711,0,0,0,0,0,0,0,0,0,0
10/04 17:45:04,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48261,0,0,0,0,0,0,0,0,0,0
10/04 17:45:06,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,14,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,13,0,14,14,44,0,0,0,0,0,,0,30,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,33715,2,0,0,0,0,0,0,0,0,0
10/04 17:45:08,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,198,197,1,1,41,0,0,0,0,0,,0,44,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33715,0,0,0,0,0,0,0,0,0,0
10/04 17:45:10,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,2,2,2,34,0,0,0,0,0,0,0,0,35,0,36,0,5,0,3,0,1,3,0,19,9,20,33,20,0,0,4,0,4,,0,78,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30890,0,0,0,0,0,0,0,0,0,0
